layer,input_index,output_index,weight
fc2.weight,22,41,0
fc2.weight,23,41,0
fc2.weight,24,41,0
fc2.weight,25,41,0
fc2.weight,26,41,0
fc2.weight,27,41,0
fc2.weight,28,41,0
fc2.weight,29,41,0
fc2.weight,30,41,0
fc2.weight,31,41,0
fc2.weight,32,41,0
fc2.weight,33,41,0
fc2.weight,34,41,0
fc2.weight,35,41,0
fc2.weight,36,41,0
fc2.weight,37,41,0
fc2.weight,38,41,0
fc2.weight,39,41,0
fc2.weight,40,41,0
fc2.weight,41,41,0
fc2.weight,42,41,0
fc2.weight,43,41,0
fc2.weight,44,41,0
fc2.weight,45,41,0
fc2.weight,46,41,0
fc2.weight,47,41,0
fc2.weight,48,41,0
fc2.weight,49,41,0
fc2.weight,50,41,0
fc2.weight,51,41,0
fc2.weight,52,41,0
fc2.weight,53,41,0
fc2.weight,54,41,0
fc2.weight,55,41,0
fc2.weight,56,41,0
fc2.weight,57,41,0
fc2.weight,58,41,0
fc2.weight,59,41,0
fc2.weight,60,41,0
fc2.weight,61,41,0
fc2.weight,62,41,0
fc2.weight,63,41,0
fc2.weight,0,42,-119
fc2.weight,1,42,-2494
fc2.weight,2,42,-6290
fc2.weight,3,42,-1334
fc2.weight,4,42,0
fc2.weight,5,42,547
fc2.weight,6,42,-871
fc2.weight,7,42,-2605
fc2.weight,8,42,-287
fc2.weight,9,42,-1503
fc2.weight,10,42,-440
fc2.weight,11,42,1095
fc2.weight,12,42,36
fc2.weight,13,42,45
fc2.weight,14,42,1711
fc2.weight,15,42,176
fc2.weight,16,42,458
fc2.weight,17,42,0
fc2.weight,18,42,1175
fc2.weight,19,42,-86
fc2.weight,20,42,606
fc2.weight,21,42,1774
fc2.weight,22,42,-2382
fc2.weight,23,42,-1275
fc2.weight,24,42,-779
fc2.weight,25,42,-975
fc2.weight,26,42,1101
fc2.weight,27,42,656
fc2.weight,28,42,-493
fc2.weight,29,42,1651
fc2.weight,30,42,-386
fc2.weight,31,42,-3925
fc2.weight,32,42,0
fc2.weight,33,42,0
fc2.weight,34,42,-722
fc2.weight,35,42,1585
fc2.weight,36,42,-3026
fc2.weight,37,42,567
fc2.weight,38,42,0
fc2.weight,39,42,-568
fc2.weight,40,42,-35
fc2.weight,41,42,-447
fc2.weight,42,42,-301
fc2.weight,43,42,127
fc2.weight,44,42,552
fc2.weight,45,42,-191
fc2.weight,46,42,0
fc2.weight,47,42,-453
fc2.weight,48,42,0
fc2.weight,49,42,270
fc2.weight,50,42,158
fc2.weight,51,42,-45
fc2.weight,52,42,0
fc2.weight,53,42,0
fc2.weight,54,42,1408
fc2.weight,55,42,0
fc2.weight,56,42,446
fc2.weight,57,42,0
fc2.weight,58,42,-816
fc2.weight,59,42,461
fc2.weight,60,42,0
fc2.weight,61,42,21
fc2.weight,62,42,215
fc2.weight,63,42,-318
fc2.weight,0,43,556
fc2.weight,1,43,-187
fc2.weight,2,43,-87
fc2.weight,3,43,818
fc2.weight,4,43,0
fc2.weight,5,43,1050
fc2.weight,6,43,929
fc2.weight,7,43,-162
fc2.weight,8,43,-140
fc2.weight,9,43,1472
fc2.weight,10,43,1627
fc2.weight,11,43,-403
fc2.weight,12,43,-68
fc2.weight,13,43,-2295
fc2.weight,14,43,-2946
fc2.weight,15,43,444
fc2.weight,16,43,-2672
fc2.weight,17,43,0
fc2.weight,18,43,-2029
fc2.weight,19,43,-83
fc2.weight,20,43,-67
fc2.weight,21,43,-1554
fc2.weight,22,43,-726
fc2.weight,23,43,391
fc2.weight,24,43,131
fc2.weight,25,43,-99
fc2.weight,26,43,251
fc2.weight,27,43,357
fc2.weight,28,43,-646
fc2.weight,29,43,1033
fc2.weight,30,43,307
fc2.weight,31,43,294
fc2.weight,32,43,0
fc2.weight,33,43,0
fc2.weight,34,43,330
fc2.weight,35,43,-2195
fc2.weight,36,43,-1814
fc2.weight,37,43,34
fc2.weight,38,43,0
fc2.weight,39,43,576
fc2.weight,40,43,257
fc2.weight,41,43,-2672
fc2.weight,42,43,-360
fc2.weight,43,43,-157
fc2.weight,44,43,540
fc2.weight,45,43,-681
fc2.weight,46,43,0
fc2.weight,47,43,1363
fc2.weight,48,43,0
fc2.weight,49,43,-871
fc2.weight,50,43,953
fc2.weight,51,43,-570
fc2.weight,52,43,0
fc2.weight,53,43,0
fc2.weight,54,43,397
fc2.weight,55,43,0
fc2.weight,56,43,-1848
fc2.weight,57,43,0
fc2.weight,58,43,858
fc2.weight,59,43,36
fc2.weight,60,43,0
fc2.weight,61,43,-290
fc2.weight,62,43,-3
fc2.weight,63,43,-2732
fc2.weight,0,44,0
fc2.weight,1,44,0
fc2.weight,2,44,0
fc2.weight,3,44,0
fc2.weight,4,44,0
fc2.weight,5,44,0
fc2.weight,6,44,0
fc2.weight,7,44,0
fc2.weight,8,44,0
fc2.weight,9,44,0
fc2.weight,10,44,0
fc2.weight,11,44,0
fc2.weight,12,44,0
fc2.weight,13,44,0
fc2.weight,14,44,0
fc2.weight,15,44,0
fc2.weight,16,44,0
fc2.weight,17,44,0
fc2.weight,18,44,0
fc2.weight,19,44,0
fc2.weight,20,44,0
fc2.weight,21,44,0
fc2.weight,22,44,0
fc2.weight,23,44,0
fc2.weight,24,44,0
fc2.weight,25,44,0
fc2.weight,26,44,0
fc2.weight,27,44,0
fc2.weight,28,44,0
fc2.weight,29,44,0
fc2.weight,30,44,0
fc2.weight,31,44,0
fc2.weight,32,44,0
fc2.weight,33,44,0
fc2.weight,34,44,0
fc2.weight,35,44,0
fc2.weight,36,44,0
fc2.weight,37,44,0
fc2.weight,38,44,0
fc2.weight,39,44,0
fc2.weight,40,44,0
fc2.weight,41,44,0
fc2.weight,42,44,0
fc2.weight,43,44,0
fc2.weight,44,44,0
fc2.weight,45,44,0
fc2.weight,46,44,0
fc2.weight,47,44,0
fc2.weight,48,44,0
fc2.weight,49,44,0
fc2.weight,50,44,0
fc2.weight,51,44,0
fc2.weight,52,44,0
fc2.weight,53,44,0
fc2.weight,54,44,0
fc2.weight,55,44,0
fc2.weight,56,44,0
fc2.weight,57,44,0
fc2.weight,58,44,0
fc2.weight,59,44,0
fc2.weight,60,44,0
fc2.weight,61,44,0
fc2.weight,62,44,0
fc2.weight,63,44,0
fc2.weight,0,45,50
fc2.weight,1,45,-2742
fc2.weight,2,45,123
fc2.weight,3,45,541
fc2.weight,4,45,0
fc2.weight,5,45,-417
fc2.weight,6,45,-4276
fc2.weight,7,45,105
fc2.weight,8,45,-963
fc2.weight,9,45,-3629
fc2.weight,10,45,-642
fc2.weight,11,45,412
fc2.weight,12,45,-1253
fc2.weight,13,45,37
fc2.weight,14,45,-250
fc2.weight,15,45,-516
fc2.weight,16,45,2
fc2.weight,17,45,0
fc2.weight,18,45,-189
fc2.weight,19,45,112
fc2.weight,20,45,456
fc2.weight,21,45,4047
fc2.weight,22,45,-3973
fc2.weight,23,45,-5650
fc2.weight,24,45,-96
fc2.weight,25,45,-2964
fc2.weight,26,45,564
fc2.weight,27,45,-687
fc2.weight,28,45,215
fc2.weight,29,45,3177
fc2.weight,30,45,-470
fc2.weight,31,45,727
fc2.weight,32,45,0
fc2.weight,33,45,0
fc2.weight,34,45,315
fc2.weight,35,45,-897
fc2.weight,36,45,68
fc2.weight,37,45,581
fc2.weight,38,45,0
fc2.weight,39,45,107
fc2.weight,40,45,237
fc2.weight,41,45,373
fc2.weight,42,45,-906
fc2.weight,43,45,492
fc2.weight,44,45,-134
fc2.weight,45,45,-71
fc2.weight,46,45,0
fc2.weight,47,45,-160
fc2.weight,48,45,0
fc2.weight,49,45,814
fc2.weight,50,45,-7949
fc2.weight,51,45,-56
fc2.weight,52,45,0
fc2.weight,53,45,0
fc2.weight,54,45,126
fc2.weight,55,45,0
fc2.weight,56,45,1133
fc2.weight,57,45,0
fc2.weight,58,45,-21
fc2.weight,59,45,330
fc2.weight,60,45,0
fc2.weight,61,45,-55
fc2.weight,62,45,80
fc2.weight,63,45,-440
fc2.weight,0,46,0
fc2.weight,1,46,0
fc2.weight,2,46,0
fc2.weight,3,46,0
fc2.weight,4,46,0
fc2.weight,5,46,0
fc2.weight,6,46,0
fc2.weight,7,46,0
fc2.weight,8,46,0
fc2.weight,9,46,0
fc2.weight,10,46,0
fc2.weight,11,46,0
fc2.weight,12,46,0
fc2.weight,13,46,0
fc2.weight,14,46,0
fc2.weight,15,46,0
fc2.weight,16,46,0
fc2.weight,17,46,0
fc2.weight,18,46,0
fc2.weight,19,46,0
fc2.weight,20,46,0
fc2.weight,21,46,0
fc2.weight,22,46,0
fc2.weight,23,46,0
fc2.weight,24,46,0
fc2.weight,25,46,0
fc2.weight,26,46,0
fc2.weight,27,46,0
fc2.weight,28,46,0
fc2.weight,29,46,0
fc2.weight,30,46,0
fc2.weight,31,46,0
fc2.weight,32,46,0
fc2.weight,33,46,0
fc2.weight,34,46,0
fc2.weight,35,46,0
fc2.weight,36,46,0
fc2.weight,37,46,0
fc2.weight,38,46,0
fc2.weight,39,46,0
fc2.weight,40,46,0
fc2.weight,41,46,0
fc2.weight,42,46,0
fc2.weight,43,46,0
fc2.weight,44,46,0
fc2.weight,45,46,0
fc2.weight,46,46,0
fc2.weight,47,46,0
fc2.weight,48,46,0
fc2.weight,49,46,0
fc2.weight,50,46,0
fc2.weight,51,46,0
fc2.weight,52,46,0
fc2.weight,53,46,0
fc2.weight,54,46,0
fc2.weight,55,46,0
fc2.weight,56,46,0
fc2.weight,57,46,0
fc2.weight,58,46,0
fc2.weight,59,46,0
fc2.weight,60,46,0
fc2.weight,61,46,0
fc2.weight,62,46,0
fc2.weight,63,46,0
fc2.weight,0,47,102
fc2.weight,1,47,738
fc2.weight,2,47,857
fc2.weight,3,47,-833
fc2.weight,4,47,0
fc2.weight,5,47,335
fc2.weight,6,47,830
fc2.weight,7,47,-298
fc2.weight,8,47,402
fc2.weight,9,47,-964
fc2.weight,10,47,111
fc2.weight,11,47,151
fc2.weight,12,47,483
fc2.weight,13,47,147
fc2.weight,14,47,-984
fc2.weight,15,47,1141
fc2.weight,16,47,-409
fc2.weight,17,47,0
fc2.weight,18,47,2334
fc2.weight,19,47,-669
fc2.weight,20,47,66
fc2.weight,21,47,415
fc2.weight,22,47,1194
fc2.weight,23,47,1551
fc2.weight,24,47,666
fc2.weight,25,47,535
fc2.weight,26,47,690
fc2.weight,27,47,-665
fc2.weight,28,47,-787
fc2.weight,29,47,55
fc2.weight,30,47,246
fc2.weight,31,47,161
fc2.weight,32,47,0
fc2.weight,33,47,0
fc2.weight,34,47,-312
fc2.weight,35,47,-687
fc2.weight,36,47,90
fc2.weight,37,47,334
fc2.weight,38,47,0
fc2.weight,39,47,-746
fc2.weight,40,47,-790
fc2.weight,41,47,481
fc2.weight,42,47,-522
fc2.weight,43,47,-1691
fc2.weight,44,47,1327
fc2.weight,45,47,514
fc2.weight,46,47,0
fc2.weight,47,47,99
fc2.weight,48,47,0
fc2.weight,49,47,-305
fc2.weight,50,47,-406
fc2.weight,51,47,-1367
fc2.weight,52,47,0
fc2.weight,53,47,0
fc2.weight,54,47,582
fc2.weight,55,47,0
fc2.weight,56,47,-15
fc2.weight,57,47,0
fc2.weight,58,47,-947
fc2.weight,59,47,687
fc2.weight,60,47,0
fc2.weight,61,47,-28
fc2.weight,62,47,-9
fc2.weight,63,47,-1790
fc2.weight,0,48,174
fc2.weight,1,48,476
fc2.weight,2,48,-496
fc2.weight,3,48,-288
fc2.weight,4,48,0
fc2.weight,5,48,1160
fc2.weight,6,48,674
fc2.weight,7,48,-977
fc2.weight,8,48,-63
fc2.weight,9,48,96
fc2.weight,10,48,719
fc2.weight,11,48,-49
fc2.weight,12,48,-367
fc2.weight,13,48,114
fc2.weight,14,48,1792
fc2.weight,15,48,296
fc2.weight,16,48,1584
fc2.weight,17,48,0
fc2.weight,18,48,96
fc2.weight,19,48,-316
fc2.weight,20,48,-6
fc2.weight,21,48,-277
fc2.weight,22,48,-73
fc2.weight,23,48,655
fc2.weight,24,48,126
fc2.weight,25,48,306
fc2.weight,26,48,170
fc2.weight,27,48,105
fc2.weight,28,48,-246
fc2.weight,29,48,-126
fc2.weight,30,48,175
fc2.weight,31,48,-122
fc2.weight,32,48,0
fc2.weight,33,48,0
fc2.weight,34,48,118
fc2.weight,35,48,14
fc2.weight,36,48,-835
fc2.weight,37,48,141
fc2.weight,38,48,0
fc2.weight,39,48,426
fc2.weight,40,48,595
fc2.weight,41,48,-350
fc2.weight,42,48,-621
fc2.weight,43,48,354
fc2.weight,44,48,648
fc2.weight,45,48,-3253
fc2.weight,46,48,0
fc2.weight,47,48,34
fc2.weight,48,48,0
fc2.weight,49,48,319
fc2.weight,50,48,1329
fc2.weight,51,48,736
fc2.weight,52,48,0
fc2.weight,53,48,0
fc2.weight,54,48,767
fc2.weight,55,48,0
fc2.weight,56,48,471
fc2.weight,57,48,0
fc2.weight,58,48,-574
fc2.weight,59,48,522
fc2.weight,60,48,0
fc2.weight,61,48,-250
fc2.weight,62,48,-1
fc2.weight,63,48,-16
fc2.weight,0,49,-431
fc2.weight,1,49,-88
fc2.weight,2,49,-2444
fc2.weight,3,49,-6860
fc2.weight,4,49,0
fc2.weight,5,49,-286
fc2.weight,6,49,1080
fc2.weight,7,49,-2206
fc2.weight,8,49,-215
fc2.weight,9,49,-707
fc2.weight,10,49,481
fc2.weight,11,49,-197
fc2.weight,12,49,-527
fc2.weight,13,49,572
fc2.weight,14,49,-142
fc2.weight,15,49,450
fc2.weight,16,49,-883
fc2.weight,17,49,0
fc2.weight,18,49,-4250
fc2.weight,19,49,202
fc2.weight,20,49,-9
fc2.weight,21,49,865
fc2.weight,22,49,35
fc2.weight,23,49,452
fc2.weight,24,49,55
fc2.weight,25,49,777
fc2.weight,26,49,-151
fc2.weight,27,49,-836
fc2.weight,28,49,376
fc2.weight,29,49,-1016
fc2.weight,30,49,176
fc2.weight,31,49,-1538
fc2.weight,32,49,0
fc2.weight,33,49,0
fc2.weight,34,49,-7
fc2.weight,35,49,-1900
fc2.weight,36,49,-580
fc2.weight,37,49,-126
fc2.weight,38,49,0
fc2.weight,39,49,293
fc2.weight,40,49,-240
fc2.weight,41,49,-237
fc2.weight,42,49,-1020
fc2.weight,43,49,863
fc2.weight,44,49,19
fc2.weight,45,49,6
fc2.weight,46,49,0
fc2.weight,47,49,273
fc2.weight,48,49,0
fc2.weight,49,49,-246
fc2.weight,50,49,1043
fc2.weight,51,49,366
fc2.weight,52,49,0
fc2.weight,53,49,0
fc2.weight,54,49,35
fc2.weight,55,49,0
fc2.weight,56,49,-4952
fc2.weight,57,49,0
fc2.weight,58,49,-788
fc2.weight,59,49,-147
fc2.weight,60,49,0
fc2.weight,61,49,-388
fc2.weight,62,49,101
fc2.weight,63,49,-1209
fc2.weight,0,50,604
fc2.weight,1,50,-1036
fc2.weight,2,50,-1238
fc2.weight,3,50,1912
fc2.weight,4,50,0
fc2.weight,5,50,-349
fc2.weight,6,50,16
fc2.weight,7,50,89
fc2.weight,8,50,163
fc2.weight,9,50,-3085
fc2.weight,10,50,1549
fc2.weight,11,50,246
fc2.weight,12,50,-100
fc2.weight,13,50,1242
fc2.weight,14,50,-704
fc2.weight,15,50,81
fc2.weight,16,50,1798
fc2.weight,17,50,0
fc2.weight,18,50,-4992
fc2.weight,19,50,-52
fc2.weight,20,50,100
fc2.weight,21,50,-3597
fc2.weight,22,50,-3087
fc2.weight,23,50,595
fc2.weight,24,50,-284
fc2.weight,25,50,-420
fc2.weight,26,50,-395
fc2.weight,27,50,375
fc2.weight,28,50,-613
fc2.weight,29,50,-2247
fc2.weight,30,50,-201
fc2.weight,31,50,193
fc2.weight,32,50,0
fc2.weight,33,50,0
fc2.weight,34,50,-166
fc2.weight,35,50,991
fc2.weight,36,50,2057
fc2.weight,37,50,64
fc2.weight,38,50,0
fc2.weight,39,50,31
fc2.weight,40,50,-733
fc2.weight,41,50,652
fc2.weight,42,50,-394
fc2.weight,43,50,-239
fc2.weight,44,50,-469
fc2.weight,45,50,407
fc2.weight,46,50,0
fc2.weight,47,50,1260
fc2.weight,48,50,0
fc2.weight,49,50,-595
fc2.weight,50,50,310
fc2.weight,51,50,-273
fc2.weight,52,50,0
fc2.weight,53,50,0
fc2.weight,54,50,355
fc2.weight,55,50,0
fc2.weight,56,50,441
fc2.weight,57,50,0
fc2.weight,58,50,1446
fc2.weight,59,50,-918
fc2.weight,60,50,0
fc2.weight,61,50,270
fc2.weight,62,50,45
fc2.weight,63,50,-1089
fc2.weight,0,51,857
fc2.weight,1,51,2087
fc2.weight,2,51,-1155
fc2.weight,3,51,-737
fc2.weight,4,51,0
fc2.weight,5,51,-1898
fc2.weight,6,51,-1588
fc2.weight,7,51,-739
fc2.weight,8,51,-512
fc2.weight,9,51,734
fc2.weight,10,51,645
fc2.weight,11,51,-12
fc2.weight,12,51,-792
fc2.weight,13,51,-728
fc2.weight,14,51,1729
fc2.weight,15,51,-3369
fc2.weight,16,51,1636
fc2.weight,17,51,0
fc2.weight,18,51,1665
fc2.weight,19,51,514
fc2.weight,20,51,-2004
fc2.weight,21,51,3957
fc2.weight,22,51,-673
fc2.weight,23,51,50
fc2.weight,24,51,91
fc2.weight,25,51,1564
fc2.weight,26,51,-242
fc2.weight,27,51,-1303
fc2.weight,28,51,503
fc2.weight,29,51,-465
fc2.weight,30,51,-524
fc2.weight,31,51,-187
fc2.weight,32,51,0
fc2.weight,33,51,0
fc2.weight,34,51,-1760
fc2.weight,35,51,1330
fc2.weight,36,51,-5432
fc2.weight,37,51,-2195
fc2.weight,38,51,0
fc2.weight,39,51,-541
fc2.weight,40,51,-410
fc2.weight,41,51,627
fc2.weight,42,51,1258
fc2.weight,43,51,637
fc2.weight,44,51,116
fc2.weight,45,51,72
fc2.weight,46,51,0
fc2.weight,47,51,-908
fc2.weight,48,51,0
fc2.weight,49,51,1780
fc2.weight,50,51,-256
fc2.weight,51,51,478
fc2.weight,52,51,0
fc2.weight,53,51,0
fc2.weight,54,51,118
fc2.weight,55,51,0
fc2.weight,56,51,-50
fc2.weight,57,51,0
fc2.weight,58,51,-183
fc2.weight,59,51,-308
fc2.weight,60,51,0
fc2.weight,61,51,-732
fc2.weight,62,51,-242
fc2.weight,63,51,1904
fc2.weight,0,52,317
fc2.weight,1,52,-218
fc2.weight,2,52,212
fc2.weight,3,52,1195
fc2.weight,4,52,0
fc2.weight,5,52,1708
fc2.weight,6,52,424
fc2.weight,7,52,763
fc2.weight,8,52,-136
fc2.weight,9,52,-64
fc2.weight,10,52,-822
fc2.weight,11,52,1246
fc2.weight,12,52,138
fc2.weight,13,52,-1889
fc2.weight,14,52,-1796
fc2.weight,15,52,-256
fc2.weight,16,52,-2575
fc2.weight,17,52,0
fc2.weight,18,52,1093
fc2.weight,19,52,-216
fc2.weight,20,52,745
fc2.weight,21,52,-1258
fc2.weight,22,52,-814
fc2.weight,23,52,-1460
fc2.weight,24,52,-92
fc2.weight,25,52,-903
fc2.weight,26,52,512
fc2.weight,27,52,354
fc2.weight,28,52,-637
fc2.weight,29,52,1516
fc2.weight,30,52,-99
fc2.weight,31,52,-179
fc2.weight,32,52,0
fc2.weight,33,52,0
fc2.weight,34,52,58
fc2.weight,35,52,1407
fc2.weight,36,52,1262
fc2.weight,37,52,666
fc2.weight,38,52,0
fc2.weight,39,52,-535
fc2.weight,40,52,-1549
fc2.weight,41,52,-738
fc2.weight,42,52,208
fc2.weight,43,52,331
fc2.weight,44,52,-1112
fc2.weight,45,52,300
fc2.weight,46,52,0
fc2.weight,47,52,-2018
fc2.weight,48,52,0
fc2.weight,49,52,963
fc2.weight,50,52,-610
fc2.weight,51,52,-158
fc2.weight,52,52,0
fc2.weight,53,52,0
fc2.weight,54,52,987
fc2.weight,55,52,0
fc2.weight,56,52,243
fc2.weight,57,52,0
fc2.weight,58,52,-632
fc2.weight,59,52,-405
fc2.weight,60,52,0
fc2.weight,61,52,151
fc2.weight,62,52,547
fc2.weight,63,52,113
fc2.weight,0,53,0
fc2.weight,1,53,0
fc2.weight,2,53,0
fc2.weight,3,53,0
fc2.weight,4,53,0
fc2.weight,5,53,0
fc2.weight,6,53,0
fc2.weight,7,53,0
fc2.weight,8,53,0
fc2.weight,9,53,0
fc2.weight,10,53,0
fc2.weight,11,53,0
fc2.weight,12,53,0
fc2.weight,13,53,0
fc2.weight,14,53,0
fc2.weight,15,53,0
fc2.weight,16,53,0
fc2.weight,17,53,0
fc2.weight,18,53,0
fc2.weight,19,53,0
fc2.weight,20,53,0
fc2.weight,21,53,0
fc2.weight,22,53,0
fc2.weight,23,53,0
fc2.weight,24,53,0
fc2.weight,25,53,0
fc2.weight,26,53,0
fc2.weight,27,53,0
fc2.weight,28,53,0
fc2.weight,29,53,0
fc2.weight,30,53,0
fc2.weight,31,53,0
fc2.weight,32,53,0
fc2.weight,33,53,0
fc2.weight,34,53,0
fc2.weight,35,53,0
fc2.weight,36,53,0
fc2.weight,37,53,0
fc2.weight,38,53,0
fc2.weight,39,53,0
fc2.weight,40,53,0
fc2.weight,41,53,0
fc2.weight,42,53,0
fc2.weight,43,53,0
fc2.weight,44,53,0
fc2.weight,45,53,0
fc2.weight,46,53,0
fc2.weight,47,53,0
fc2.weight,48,53,0
fc2.weight,49,53,0
fc2.weight,50,53,0
fc2.weight,51,53,0
fc2.weight,52,53,0
fc2.weight,53,53,0
fc2.weight,54,53,0
fc2.weight,55,53,0
fc2.weight,56,53,0
fc2.weight,57,53,0
fc2.weight,58,53,0
fc2.weight,59,53,0
fc2.weight,60,53,0
fc2.weight,61,53,0
fc2.weight,62,53,0
fc2.weight,63,53,0
fc2.weight,0,54,770
fc2.weight,1,54,-773
fc2.weight,2,54,-1253
fc2.weight,3,54,270
fc2.weight,4,54,0
fc2.weight,5,54,-1702
fc2.weight,6,54,-452
fc2.weight,7,54,1053
fc2.weight,8,54,-253
fc2.weight,9,54,-724
fc2.weight,10,54,614
fc2.weight,11,54,-377
fc2.weight,12,54,148
fc2.weight,13,54,-2144
fc2.weight,14,54,-476
fc2.weight,15,54,-102
fc2.weight,16,54,-1420
fc2.weight,17,54,0
fc2.weight,18,54,252
fc2.weight,19,54,310
fc2.weight,20,54,-1953
fc2.weight,21,54,45
fc2.weight,22,54,125
fc2.weight,23,54,-147
fc2.weight,24,54,1313
fc2.weight,25,54,517
fc2.weight,26,54,523
fc2.weight,27,54,-129
fc2.weight,28,54,115
fc2.weight,29,54,1076
fc2.weight,30,54,484
fc2.weight,31,54,528
fc2.weight,32,54,0
fc2.weight,33,54,0
fc2.weight,34,54,-838
fc2.weight,35,54,1538
fc2.weight,36,54,-465
fc2.weight,37,54,-2009
fc2.weight,38,54,0
fc2.weight,39,54,-253
fc2.weight,40,54,-443
fc2.weight,41,54,-1080
fc2.weight,42,54,43
fc2.weight,43,54,432
fc2.weight,44,54,-847
fc2.weight,45,54,1085
fc2.weight,46,54,0
fc2.weight,47,54,-476
fc2.weight,48,54,0
fc2.weight,49,54,719
fc2.weight,50,54,-506
fc2.weight,51,54,-67
fc2.weight,52,54,0
fc2.weight,53,54,0
fc2.weight,54,54,-1220
fc2.weight,55,54,0
fc2.weight,56,54,-271
fc2.weight,57,54,0
fc2.weight,58,54,-1004
fc2.weight,59,54,-762
fc2.weight,60,54,0
fc2.weight,61,54,-83
fc2.weight,62,54,-731
fc2.weight,63,54,-263
fc2.weight,0,55,-47
fc2.weight,1,55,206
fc2.weight,2,55,92
fc2.weight,3,55,-542
fc2.weight,4,55,0
fc2.weight,5,55,-1354
fc2.weight,6,55,-201
fc2.weight,7,55,-253
fc2.weight,8,55,-569
fc2.weight,9,55,223
fc2.weight,10,55,-455
fc2.weight,11,55,-1226
fc2.weight,12,55,-1123
fc2.weight,13,55,1254
fc2.weight,14,55,126
fc2.weight,15,55,-1024
fc2.weight,16,55,-1586
fc2.weight,17,55,0
fc2.weight,18,55,1250
fc2.weight,19,55,193
fc2.weight,20,55,-561
fc2.weight,21,55,2781
fc2.weight,22,55,100
fc2.weight,23,55,-6
fc2.weight,24,55,892
fc2.weight,25,55,1631
fc2.weight,26,55,-1127
fc2.weight,27,55,-801
fc2.weight,28,55,-127
fc2.weight,29,55,2056
fc2.weight,30,55,261
fc2.weight,31,55,611
fc2.weight,32,55,0
fc2.weight,33,55,0
fc2.weight,34,55,540
fc2.weight,35,55,1654
fc2.weight,36,55,437
fc2.weight,37,55,-1249
fc2.weight,38,55,0
fc2.weight,39,55,961
fc2.weight,40,55,1525
fc2.weight,41,55,1844
fc2.weight,42,55,1482
fc2.weight,43,55,-34
fc2.weight,44,55,881
fc2.weight,45,55,-567
fc2.weight,46,55,0
fc2.weight,47,55,295
fc2.weight,48,55,0
fc2.weight,49,55,-514
fc2.weight,50,55,114
fc2.weight,51,55,108
fc2.weight,52,55,0
fc2.weight,53,55,0
fc2.weight,54,55,-1834
fc2.weight,55,55,0
fc2.weight,56,55,-364
fc2.weight,57,55,0
fc2.weight,58,55,-677
fc2.weight,59,55,566
fc2.weight,60,55,0
fc2.weight,61,55,658
fc2.weight,62,55,276
fc2.weight,63,55,837
fc2.weight,0,56,0
fc2.weight,1,56,0
fc2.weight,2,56,0
fc2.weight,3,56,0
fc2.weight,4,56,0
fc2.weight,5,56,0
fc2.weight,6,56,0
fc2.weight,7,56,0
fc2.weight,8,56,0
fc2.weight,9,56,0
fc2.weight,10,56,0
fc2.weight,11,56,0
fc2.weight,12,56,0
fc2.weight,13,56,0
fc2.weight,14,56,0
fc2.weight,15,56,0
fc2.weight,16,56,0
fc2.weight,17,56,0
fc2.weight,18,56,0
fc2.weight,19,56,0
fc2.weight,20,56,0
fc2.weight,21,56,0
fc2.weight,22,56,0
fc2.weight,23,56,0
fc2.weight,24,56,0
fc2.weight,25,56,0
fc2.weight,26,56,0
fc2.weight,27,56,0
fc2.weight,28,56,0
fc2.weight,29,56,0
fc2.weight,30,56,0
fc2.weight,31,56,0
fc2.weight,32,56,0
fc2.weight,33,56,0
fc2.weight,34,56,0
fc2.weight,35,56,0
fc2.weight,36,56,0
fc2.weight,37,56,0
fc2.weight,38,56,0
fc2.weight,39,56,0
fc2.weight,40,56,0
fc2.weight,41,56,0
fc2.weight,42,56,0
fc2.weight,43,56,0
fc2.weight,44,56,0
fc2.weight,45,56,0
fc2.weight,46,56,0
fc2.weight,47,56,0
fc2.weight,48,56,0
fc2.weight,49,56,0
fc2.weight,50,56,0
fc2.weight,51,56,0
fc2.weight,52,56,0
fc2.weight,53,56,0
fc2.weight,54,56,0
fc2.weight,55,56,0
fc2.weight,56,56,0
fc2.weight,57,56,0
fc2.weight,58,56,0
fc2.weight,59,56,0
fc2.weight,60,56,0
fc2.weight,61,56,0
fc2.weight,62,56,0
fc2.weight,63,56,0
fc2.weight,0,57,-5
fc2.weight,1,57,-63
fc2.weight,2,57,-169
fc2.weight,3,57,-64
fc2.weight,4,57,0
fc2.weight,5,57,-72
fc2.weight,6,57,-232
fc2.weight,7,57,416
fc2.weight,8,57,-82
fc2.weight,9,57,-311
fc2.weight,10,57,1356
fc2.weight,11,57,-955
fc2.weight,12,57,-2
fc2.weight,13,57,-78
fc2.weight,14,57,1238
fc2.weight,15,57,-147
fc2.weight,16,57,-597
fc2.weight,17,57,0
fc2.weight,18,57,-98
fc2.weight,19,57,158
fc2.weight,20,57,-379
fc2.weight,21,57,-468
fc2.weight,22,57,-326
fc2.weight,23,57,219
fc2.weight,24,57,-27
fc2.weight,25,57,-142
fc2.weight,26,57,253
fc2.weight,27,57,-389
fc2.weight,28,57,1984
fc2.weight,29,57,-631
fc2.weight,30,57,135
fc2.weight,31,57,-155
fc2.weight,32,57,0
fc2.weight,33,57,0
fc2.weight,34,57,118
fc2.weight,35,57,196
fc2.weight,36,57,-24
fc2.weight,37,57,-36
