layer,input_index,output_index,weight
fc3.weight,97,43,1283
fc3.weight,98,43,0
fc3.weight,99,43,-3101
fc3.weight,100,43,0
fc3.weight,101,43,52
fc3.weight,102,43,210
fc3.weight,103,43,-147
fc3.weight,104,43,126
fc3.weight,105,43,-4356
fc3.weight,106,43,1552
fc3.weight,107,43,0
fc3.weight,108,43,266
fc3.weight,109,43,210
fc3.weight,110,43,0
fc3.weight,111,43,-395
fc3.weight,112,43,-254
fc3.weight,113,43,0
fc3.weight,114,43,-100
fc3.weight,115,43,1061
fc3.weight,116,43,326
fc3.weight,117,43,1344
fc3.weight,118,43,0
fc3.weight,119,43,0
fc3.weight,120,43,-249
fc3.weight,121,43,0
fc3.weight,122,43,0
fc3.weight,123,43,-95
fc3.weight,124,43,786
fc3.weight,125,43,-28
fc3.weight,126,43,139
fc3.weight,127,43,27
fc3.weight,0,44,208
fc3.weight,1,44,31
fc3.weight,2,44,722
fc3.weight,3,44,-134
fc3.weight,4,44,0
fc3.weight,5,44,0
fc3.weight,6,44,196
fc3.weight,7,44,574
fc3.weight,8,44,-32
fc3.weight,9,44,0
fc3.weight,10,44,-776
fc3.weight,11,44,943
fc3.weight,12,44,-615
fc3.weight,13,44,238
fc3.weight,14,44,0
fc3.weight,15,44,0
fc3.weight,16,44,865
fc3.weight,17,44,-749
fc3.weight,18,44,0
fc3.weight,19,44,200
fc3.weight,20,44,-100
fc3.weight,21,44,-140
fc3.weight,22,44,402
fc3.weight,23,44,-473
fc3.weight,24,44,302
fc3.weight,25,44,933
fc3.weight,26,44,549
fc3.weight,27,44,0
fc3.weight,28,44,-2068
fc3.weight,29,44,0
fc3.weight,30,44,0
fc3.weight,31,44,1859
fc3.weight,32,44,919
fc3.weight,33,44,0
fc3.weight,34,44,0
fc3.weight,35,44,347
fc3.weight,36,44,537
fc3.weight,37,44,0
fc3.weight,38,44,747
fc3.weight,39,44,0
fc3.weight,40,44,-96
fc3.weight,41,44,0
fc3.weight,42,44,-72
fc3.weight,43,44,-1079
fc3.weight,44,44,0
fc3.weight,45,44,691
fc3.weight,46,44,0
fc3.weight,47,44,-488
fc3.weight,48,44,611
fc3.weight,49,44,-1480
fc3.weight,50,44,-391
fc3.weight,51,44,1595
fc3.weight,52,44,764
fc3.weight,53,44,0
fc3.weight,54,44,327
fc3.weight,55,44,497
fc3.weight,56,44,0
fc3.weight,57,44,253
fc3.weight,58,44,-363
fc3.weight,59,44,266
fc3.weight,60,44,0
fc3.weight,61,44,-641
fc3.weight,62,44,0
fc3.weight,63,44,0
fc3.weight,64,44,0
fc3.weight,65,44,-912
fc3.weight,66,44,-705
fc3.weight,67,44,-1567
fc3.weight,68,44,-324
fc3.weight,69,44,-668
fc3.weight,70,44,543
fc3.weight,71,44,0
fc3.weight,72,44,504
fc3.weight,73,44,187
fc3.weight,74,44,-188
fc3.weight,75,44,-240
fc3.weight,76,44,-556
fc3.weight,77,44,427
fc3.weight,78,44,-740
fc3.weight,79,44,0
fc3.weight,80,44,0
fc3.weight,81,44,0
fc3.weight,82,44,-825
fc3.weight,83,44,0
fc3.weight,84,44,0
fc3.weight,85,44,0
fc3.weight,86,44,-232
fc3.weight,87,44,0
fc3.weight,88,44,0
fc3.weight,89,44,1522
fc3.weight,90,44,0
fc3.weight,91,44,110
fc3.weight,92,44,817
fc3.weight,93,44,-922
fc3.weight,94,44,29
fc3.weight,95,44,365
fc3.weight,96,44,-94
fc3.weight,97,44,-2
fc3.weight,98,44,0
fc3.weight,99,44,597
fc3.weight,100,44,0
fc3.weight,101,44,-260
fc3.weight,102,44,585
fc3.weight,103,44,26
fc3.weight,104,44,-665
fc3.weight,105,44,-90
fc3.weight,106,44,-173
fc3.weight,107,44,0
fc3.weight,108,44,332
fc3.weight,109,44,826
fc3.weight,110,44,0
fc3.weight,111,44,-494
fc3.weight,112,44,-618
fc3.weight,113,44,0
fc3.weight,114,44,-1110
fc3.weight,115,44,-77
fc3.weight,116,44,-388
fc3.weight,117,44,-1316
fc3.weight,118,44,0
fc3.weight,119,44,0
fc3.weight,120,44,325
fc3.weight,121,44,0
fc3.weight,122,44,0
fc3.weight,123,44,489
fc3.weight,124,44,-906
fc3.weight,125,44,468
fc3.weight,126,44,-662
fc3.weight,127,44,1764
fc3.weight,0,45,82
fc3.weight,1,45,79
fc3.weight,2,45,121
fc3.weight,3,45,1353
fc3.weight,4,45,0
fc3.weight,5,45,0
fc3.weight,6,45,-70
fc3.weight,7,45,1
fc3.weight,8,45,-12
fc3.weight,9,45,0
fc3.weight,10,45,-46
fc3.weight,11,45,-70
fc3.weight,12,45,152
fc3.weight,13,45,-23
fc3.weight,14,45,0
fc3.weight,15,45,0
fc3.weight,16,45,65
fc3.weight,17,45,167
fc3.weight,18,45,0
fc3.weight,19,45,69
fc3.weight,20,45,177
fc3.weight,21,45,398
fc3.weight,22,45,-272
fc3.weight,23,45,72
fc3.weight,24,45,-36
fc3.weight,25,45,6
fc3.weight,26,45,45
fc3.weight,27,45,0
fc3.weight,28,45,-390
fc3.weight,29,45,0
fc3.weight,30,45,0
fc3.weight,31,45,-165
fc3.weight,32,45,279
fc3.weight,33,45,0
fc3.weight,34,45,0
fc3.weight,35,45,-23
fc3.weight,36,45,1116
fc3.weight,37,45,0
fc3.weight,38,45,50
fc3.weight,39,45,0
fc3.weight,40,45,-76
fc3.weight,41,45,0
fc3.weight,42,45,-97
fc3.weight,43,45,155
fc3.weight,44,45,0
fc3.weight,45,45,366
fc3.weight,46,45,0
fc3.weight,47,45,300
fc3.weight,48,45,-281
fc3.weight,49,45,135
fc3.weight,50,45,200
fc3.weight,51,45,224
fc3.weight,52,45,-49
fc3.weight,53,45,0
fc3.weight,54,45,117
fc3.weight,55,45,-157
fc3.weight,56,45,0
fc3.weight,57,45,104
fc3.weight,58,45,-109
fc3.weight,59,45,-190
fc3.weight,60,45,0
fc3.weight,61,45,-113
fc3.weight,62,45,0
fc3.weight,63,45,0
fc3.weight,64,45,0
fc3.weight,65,45,19
fc3.weight,66,45,252
fc3.weight,67,45,307
fc3.weight,68,45,30
fc3.weight,69,45,213
fc3.weight,70,45,-68
fc3.weight,71,45,0
fc3.weight,72,45,169
fc3.weight,73,45,-196
fc3.weight,74,45,285
fc3.weight,75,45,-38
fc3.weight,76,45,81
fc3.weight,77,45,84
fc3.weight,78,45,-187
fc3.weight,79,45,0
fc3.weight,80,45,0
fc3.weight,81,45,0
fc3.weight,82,45,45
fc3.weight,83,45,0
fc3.weight,84,45,0
fc3.weight,85,45,0
fc3.weight,86,45,361
fc3.weight,87,45,0
fc3.weight,88,45,0
fc3.weight,89,45,429
fc3.weight,90,45,0
fc3.weight,91,45,-41
fc3.weight,92,45,202
fc3.weight,93,45,6
fc3.weight,94,45,-156
fc3.weight,95,45,173
fc3.weight,96,45,104
fc3.weight,97,45,795
fc3.weight,98,45,0
fc3.weight,99,45,-27
fc3.weight,100,45,0
fc3.weight,101,45,83
fc3.weight,102,45,-117
fc3.weight,103,45,135
fc3.weight,104,45,-158
fc3.weight,105,45,-258
fc3.weight,106,45,-45
fc3.weight,107,45,0
fc3.weight,108,45,-154
fc3.weight,109,45,63
fc3.weight,110,45,0
fc3.weight,111,45,-320
fc3.weight,112,45,16
fc3.weight,113,45,0
fc3.weight,114,45,186
fc3.weight,115,45,243
fc3.weight,116,45,226
fc3.weight,117,45,254
fc3.weight,118,45,0
fc3.weight,119,45,0
fc3.weight,120,45,163
fc3.weight,121,45,0
fc3.weight,122,45,0
fc3.weight,123,45,-98
fc3.weight,124,45,222
fc3.weight,125,45,-161
fc3.weight,126,45,186
fc3.weight,127,45,-373
fc3.weight,0,46,0
fc3.weight,1,46,0
fc3.weight,2,46,0
fc3.weight,3,46,0
fc3.weight,4,46,0
fc3.weight,5,46,0
fc3.weight,6,46,0
fc3.weight,7,46,0
fc3.weight,8,46,0
fc3.weight,9,46,0
fc3.weight,10,46,0
fc3.weight,11,46,0
fc3.weight,12,46,0
fc3.weight,13,46,0
fc3.weight,14,46,0
fc3.weight,15,46,0
fc3.weight,16,46,0
fc3.weight,17,46,0
fc3.weight,18,46,0
fc3.weight,19,46,0
fc3.weight,20,46,0
fc3.weight,21,46,0
fc3.weight,22,46,0
fc3.weight,23,46,0
fc3.weight,24,46,0
fc3.weight,25,46,0
fc3.weight,26,46,0
fc3.weight,27,46,0
fc3.weight,28,46,0
fc3.weight,29,46,0
fc3.weight,30,46,0
fc3.weight,31,46,0
fc3.weight,32,46,0
fc3.weight,33,46,0
fc3.weight,34,46,0
fc3.weight,35,46,0
fc3.weight,36,46,0
fc3.weight,37,46,0
fc3.weight,38,46,0
fc3.weight,39,46,0
fc3.weight,40,46,0
fc3.weight,41,46,0
fc3.weight,42,46,0
fc3.weight,43,46,0
fc3.weight,44,46,0
fc3.weight,45,46,0
fc3.weight,46,46,0
fc3.weight,47,46,0
fc3.weight,48,46,0
fc3.weight,49,46,0
fc3.weight,50,46,0
fc3.weight,51,46,0
fc3.weight,52,46,0
fc3.weight,53,46,0
fc3.weight,54,46,0
fc3.weight,55,46,0
fc3.weight,56,46,0
fc3.weight,57,46,0
fc3.weight,58,46,0
fc3.weight,59,46,0
fc3.weight,60,46,0
fc3.weight,61,46,0
fc3.weight,62,46,0
fc3.weight,63,46,0
fc3.weight,64,46,0
fc3.weight,65,46,0
fc3.weight,66,46,0
fc3.weight,67,46,0
fc3.weight,68,46,0
fc3.weight,69,46,0
fc3.weight,70,46,0
fc3.weight,71,46,0
fc3.weight,72,46,0
fc3.weight,73,46,0
fc3.weight,74,46,0
fc3.weight,75,46,0
fc3.weight,76,46,0
fc3.weight,77,46,0
fc3.weight,78,46,0
fc3.weight,79,46,0
fc3.weight,80,46,0
fc3.weight,81,46,0
fc3.weight,82,46,0
fc3.weight,83,46,0
fc3.weight,84,46,0
fc3.weight,85,46,0
fc3.weight,86,46,0
fc3.weight,87,46,0
fc3.weight,88,46,0
fc3.weight,89,46,0
fc3.weight,90,46,0
fc3.weight,91,46,0
fc3.weight,92,46,0
fc3.weight,93,46,0
fc3.weight,94,46,0
fc3.weight,95,46,0
fc3.weight,96,46,0
fc3.weight,97,46,0
fc3.weight,98,46,0
fc3.weight,99,46,0
fc3.weight,100,46,0
fc3.weight,101,46,0
fc3.weight,102,46,0
fc3.weight,103,46,0
fc3.weight,104,46,0
fc3.weight,105,46,0
fc3.weight,106,46,0
fc3.weight,107,46,0
fc3.weight,108,46,0
fc3.weight,109,46,0
fc3.weight,110,46,0
fc3.weight,111,46,0
fc3.weight,112,46,0
fc3.weight,113,46,0
fc3.weight,114,46,0
fc3.weight,115,46,0
fc3.weight,116,46,0
fc3.weight,117,46,0
fc3.weight,118,46,0
fc3.weight,119,46,0
fc3.weight,120,46,0
fc3.weight,121,46,0
fc3.weight,122,46,0
fc3.weight,123,46,0
fc3.weight,124,46,0
fc3.weight,125,46,0
fc3.weight,126,46,0
fc3.weight,127,46,0
fc3.weight,0,47,0
fc3.weight,1,47,0
fc3.weight,2,47,0
fc3.weight,3,47,0
fc3.weight,4,47,0
fc3.weight,5,47,0
fc3.weight,6,47,0
fc3.weight,7,47,0
fc3.weight,8,47,0
fc3.weight,9,47,0
fc3.weight,10,47,0
fc3.weight,11,47,0
fc3.weight,12,47,0
fc3.weight,13,47,0
fc3.weight,14,47,0
fc3.weight,15,47,0
fc3.weight,16,47,0
fc3.weight,17,47,0
fc3.weight,18,47,0
fc3.weight,19,47,0
fc3.weight,20,47,0
fc3.weight,21,47,0
fc3.weight,22,47,0
fc3.weight,23,47,0
fc3.weight,24,47,0
fc3.weight,25,47,0
fc3.weight,26,47,0
fc3.weight,27,47,0
fc3.weight,28,47,0
fc3.weight,29,47,0
fc3.weight,30,47,0
fc3.weight,31,47,0
fc3.weight,32,47,0
fc3.weight,33,47,0
fc3.weight,34,47,0
fc3.weight,35,47,0
fc3.weight,36,47,0
fc3.weight,37,47,0
fc3.weight,38,47,0
fc3.weight,39,47,0
fc3.weight,40,47,0
fc3.weight,41,47,0
fc3.weight,42,47,0
fc3.weight,43,47,0
fc3.weight,44,47,0
fc3.weight,45,47,0
fc3.weight,46,47,0
fc3.weight,47,47,0
fc3.weight,48,47,0
fc3.weight,49,47,0
fc3.weight,50,47,0
fc3.weight,51,47,0
fc3.weight,52,47,0
fc3.weight,53,47,0
fc3.weight,54,47,0
fc3.weight,55,47,0
fc3.weight,56,47,0
fc3.weight,57,47,0
fc3.weight,58,47,0
fc3.weight,59,47,0
fc3.weight,60,47,0
fc3.weight,61,47,0
fc3.weight,62,47,0
fc3.weight,63,47,0
fc3.weight,64,47,0
fc3.weight,65,47,0
fc3.weight,66,47,0
fc3.weight,67,47,0
fc3.weight,68,47,0
fc3.weight,69,47,0
fc3.weight,70,47,0
fc3.weight,71,47,0
fc3.weight,72,47,0
fc3.weight,73,47,0
fc3.weight,74,47,0
fc3.weight,75,47,0
fc3.weight,76,47,0
fc3.weight,77,47,0
fc3.weight,78,47,0
fc3.weight,79,47,0
fc3.weight,80,47,0
fc3.weight,81,47,0
fc3.weight,82,47,0
fc3.weight,83,47,0
fc3.weight,84,47,0
fc3.weight,85,47,0
fc3.weight,86,47,0
fc3.weight,87,47,0
fc3.weight,88,47,0
fc3.weight,89,47,0
fc3.weight,90,47,0
fc3.weight,91,47,0
fc3.weight,92,47,0
fc3.weight,93,47,0
fc3.weight,94,47,0
fc3.weight,95,47,0
fc3.weight,96,47,0
fc3.weight,97,47,0
fc3.weight,98,47,0
fc3.weight,99,47,0
fc3.weight,100,47,0
fc3.weight,101,47,0
fc3.weight,102,47,0
fc3.weight,103,47,0
fc3.weight,104,47,0
fc3.weight,105,47,0
fc3.weight,106,47,0
fc3.weight,107,47,0
fc3.weight,108,47,0
fc3.weight,109,47,0
fc3.weight,110,47,0
fc3.weight,111,47,0
fc3.weight,112,47,0
fc3.weight,113,47,0
fc3.weight,114,47,0
fc3.weight,115,47,0
fc3.weight,116,47,0
fc3.weight,117,47,0
fc3.weight,118,47,0
fc3.weight,119,47,0
fc3.weight,120,47,0
fc3.weight,121,47,0
fc3.weight,122,47,0
fc3.weight,123,47,0
fc3.weight,124,47,0
fc3.weight,125,47,0
fc3.weight,126,47,0
fc3.weight,127,47,0
fc3.weight,0,48,0
fc3.weight,1,48,0
fc3.weight,2,48,0
fc3.weight,3,48,0
fc3.weight,4,48,0
fc3.weight,5,48,0
fc3.weight,6,48,0
fc3.weight,7,48,0
fc3.weight,8,48,0
fc3.weight,9,48,0
fc3.weight,10,48,0
fc3.weight,11,48,0
fc3.weight,12,48,0
fc3.weight,13,48,0
fc3.weight,14,48,0
fc3.weight,15,48,0
fc3.weight,16,48,0
fc3.weight,17,48,0
fc3.weight,18,48,0
fc3.weight,19,48,0
fc3.weight,20,48,0
fc3.weight,21,48,0
fc3.weight,22,48,0
fc3.weight,23,48,0
fc3.weight,24,48,0
fc3.weight,25,48,0
fc3.weight,26,48,0
fc3.weight,27,48,0
fc3.weight,28,48,0
fc3.weight,29,48,0
fc3.weight,30,48,0
fc3.weight,31,48,0
fc3.weight,32,48,0
fc3.weight,33,48,0
fc3.weight,34,48,0
fc3.weight,35,48,0
fc3.weight,36,48,0
fc3.weight,37,48,0
fc3.weight,38,48,0
fc3.weight,39,48,0
fc3.weight,40,48,0
fc3.weight,41,48,0
fc3.weight,42,48,0
fc3.weight,43,48,0
fc3.weight,44,48,0
fc3.weight,45,48,0
fc3.weight,46,48,0
fc3.weight,47,48,0
fc3.weight,48,48,0
fc3.weight,49,48,0
fc3.weight,50,48,0
fc3.weight,51,48,0
fc3.weight,52,48,0
fc3.weight,53,48,0
fc3.weight,54,48,0
fc3.weight,55,48,0
fc3.weight,56,48,0
fc3.weight,57,48,0
fc3.weight,58,48,0
fc3.weight,59,48,0
fc3.weight,60,48,0
fc3.weight,61,48,0
fc3.weight,62,48,0
fc3.weight,63,48,0
fc3.weight,64,48,0
fc3.weight,65,48,0
fc3.weight,66,48,0
fc3.weight,67,48,0
fc3.weight,68,48,0
fc3.weight,69,48,0
fc3.weight,70,48,0
fc3.weight,71,48,0
fc3.weight,72,48,0
fc3.weight,73,48,0
fc3.weight,74,48,0
fc3.weight,75,48,0
fc3.weight,76,48,0
fc3.weight,77,48,0
fc3.weight,78,48,0
fc3.weight,79,48,0
fc3.weight,80,48,0
fc3.weight,81,48,0
fc3.weight,82,48,0
fc3.weight,83,48,0
fc3.weight,84,48,0
fc3.weight,85,48,0
fc3.weight,86,48,0
fc3.weight,87,48,0
fc3.weight,88,48,0
fc3.weight,89,48,0
fc3.weight,90,48,0
fc3.weight,91,48,0
fc3.weight,92,48,0
fc3.weight,93,48,0
fc3.weight,94,48,0
fc3.weight,95,48,0
fc3.weight,96,48,0
fc3.weight,97,48,0
fc3.weight,98,48,0
fc3.weight,99,48,0
fc3.weight,100,48,0
fc3.weight,101,48,0
fc3.weight,102,48,0
fc3.weight,103,48,0
fc3.weight,104,48,0
fc3.weight,105,48,0
fc3.weight,106,48,0
fc3.weight,107,48,0
fc3.weight,108,48,0
fc3.weight,109,48,0
fc3.weight,110,48,0
fc3.weight,111,48,0
fc3.weight,112,48,0
fc3.weight,113,48,0
fc3.weight,114,48,0
fc3.weight,115,48,0
fc3.weight,116,48,0
fc3.weight,117,48,0
fc3.weight,118,48,0
fc3.weight,119,48,0
fc3.weight,120,48,0
fc3.weight,121,48,0
fc3.weight,122,48,0
fc3.weight,123,48,0
fc3.weight,124,48,0
fc3.weight,125,48,0
fc3.weight,126,48,0
fc3.weight,127,48,0
fc3.weight,0,49,0
fc3.weight,1,49,0
fc3.weight,2,49,0
fc3.weight,3,49,0
fc3.weight,4,49,0
fc3.weight,5,49,0
fc3.weight,6,49,0
fc3.weight,7,49,0
fc3.weight,8,49,0
fc3.weight,9,49,0
fc3.weight,10,49,0
fc3.weight,11,49,0
fc3.weight,12,49,0
fc3.weight,13,49,0
fc3.weight,14,49,0
fc3.weight,15,49,0
fc3.weight,16,49,0
fc3.weight,17,49,0
fc3.weight,18,49,0
fc3.weight,19,49,0
fc3.weight,20,49,0
fc3.weight,21,49,0
fc3.weight,22,49,0
fc3.weight,23,49,0
fc3.weight,24,49,0
fc3.weight,25,49,0
fc3.weight,26,49,0
fc3.weight,27,49,0
fc3.weight,28,49,0
fc3.weight,29,49,0
fc3.weight,30,49,0
fc3.weight,31,49,0
fc3.weight,32,49,0
fc3.weight,33,49,0
fc3.weight,34,49,0
fc3.weight,35,49,0
fc3.weight,36,49,0
fc3.weight,37,49,0
fc3.weight,38,49,0
fc3.weight,39,49,0
fc3.weight,40,49,0
fc3.weight,41,49,0
fc3.weight,42,49,0
fc3.weight,43,49,0
fc3.weight,44,49,0
fc3.weight,45,49,0
fc3.weight,46,49,0
fc3.weight,47,49,0
fc3.weight,48,49,0
fc3.weight,49,49,0
fc3.weight,50,49,0
fc3.weight,51,49,0
fc3.weight,52,49,0
fc3.weight,53,49,0
fc3.weight,54,49,0
fc3.weight,55,49,0
fc3.weight,56,49,0
fc3.weight,57,49,0
fc3.weight,58,49,0
fc3.weight,59,49,0
fc3.weight,60,49,0
fc3.weight,61,49,0
fc3.weight,62,49,0
fc3.weight,63,49,0
fc3.weight,64,49,0
fc3.weight,65,49,0
fc3.weight,66,49,0
fc3.weight,67,49,0
fc3.weight,68,49,0
fc3.weight,69,49,0
fc3.weight,70,49,0
fc3.weight,71,49,0
fc3.weight,72,49,0
fc3.weight,73,49,0
fc3.weight,74,49,0
fc3.weight,75,49,0
fc3.weight,76,49,0
fc3.weight,77,49,0
fc3.weight,78,49,0
fc3.weight,79,49,0
fc3.weight,80,49,0
fc3.weight,81,49,0
fc3.weight,82,49,0
fc3.weight,83,49,0
fc3.weight,84,49,0
fc3.weight,85,49,0
fc3.weight,86,49,0
fc3.weight,87,49,0
fc3.weight,88,49,0
fc3.weight,89,49,0
fc3.weight,90,49,0
fc3.weight,91,49,0
fc3.weight,92,49,0
fc3.weight,93,49,0
fc3.weight,94,49,0
fc3.weight,95,49,0
fc3.weight,96,49,0
fc3.weight,97,49,0
fc3.weight,98,49,0
fc3.weight,99,49,0
fc3.weight,100,49,0
fc3.weight,101,49,0
fc3.weight,102,49,0
fc3.weight,103,49,0
fc3.weight,104,49,0
fc3.weight,105,49,0
fc3.weight,106,49,0
fc3.weight,107,49,0
fc3.weight,108,49,0
fc3.weight,109,49,0
fc3.weight,110,49,0
fc3.weight,111,49,0
fc3.weight,112,49,0
fc3.weight,113,49,0
fc3.weight,114,49,0
fc3.weight,115,49,0
fc3.weight,116,49,0
fc3.weight,117,49,0
fc3.weight,118,49,0
fc3.weight,119,49,0
fc3.weight,120,49,0
fc3.weight,121,49,0
fc3.weight,122,49,0
fc3.weight,123,49,0
fc3.weight,124,49,0
fc3.weight,125,49,0
fc3.weight,126,49,0
fc3.weight,127,49,0
fc3.weight,0,50,0
fc3.weight,1,50,0
fc3.weight,2,50,0
fc3.weight,3,50,0
fc3.weight,4,50,0
fc3.weight,5,50,0
fc3.weight,6,50,0
fc3.weight,7,50,0
fc3.weight,8,50,0
fc3.weight,9,50,0
fc3.weight,10,50,0
fc3.weight,11,50,0
fc3.weight,12,50,0
fc3.weight,13,50,0
fc3.weight,14,50,0
fc3.weight,15,50,0
fc3.weight,16,50,0
fc3.weight,17,50,0
fc3.weight,18,50,0
fc3.weight,19,50,0
fc3.weight,20,50,0
fc3.weight,21,50,0
fc3.weight,22,50,0
fc3.weight,23,50,0
fc3.weight,24,50,0
fc3.weight,25,50,0
fc3.weight,26,50,0
fc3.weight,27,50,0
fc3.weight,28,50,0
fc3.weight,29,50,0
fc3.weight,30,50,0
fc3.weight,31,50,0
fc3.weight,32,50,0
fc3.weight,33,50,0
fc3.weight,34,50,0
fc3.weight,35,50,0
fc3.weight,36,50,0
fc3.weight,37,50,0
fc3.weight,38,50,0
fc3.weight,39,50,0
fc3.weight,40,50,0
fc3.weight,41,50,0
fc3.weight,42,50,0
fc3.weight,43,50,0
fc3.weight,44,50,0
fc3.weight,45,50,0
fc3.weight,46,50,0
fc3.weight,47,50,0
fc3.weight,48,50,0
fc3.weight,49,50,0
fc3.weight,50,50,0
fc3.weight,51,50,0
fc3.weight,52,50,0
fc3.weight,53,50,0
fc3.weight,54,50,0
fc3.weight,55,50,0
fc3.weight,56,50,0
fc3.weight,57,50,0
fc3.weight,58,50,0
fc3.weight,59,50,0
fc3.weight,60,50,0
fc3.weight,61,50,0
fc3.weight,62,50,0
fc3.weight,63,50,0
fc3.weight,64,50,0
fc3.weight,65,50,0
fc3.weight,66,50,0
fc3.weight,67,50,0
fc3.weight,68,50,0
fc3.weight,69,50,0
fc3.weight,70,50,0
fc3.weight,71,50,0
fc3.weight,72,50,0
fc3.weight,73,50,0
fc3.weight,74,50,0
fc3.weight,75,50,0
fc3.weight,76,50,0
fc3.weight,77,50,0
fc3.weight,78,50,0
fc3.weight,79,50,0
fc3.weight,80,50,0
fc3.weight,81,50,0
fc3.weight,82,50,0
fc3.weight,83,50,0
fc3.weight,84,50,0
fc3.weight,85,50,0
fc3.weight,86,50,0
fc3.weight,87,50,0
fc3.weight,88,50,0
fc3.weight,89,50,0
fc3.weight,90,50,0
fc3.weight,91,50,0
fc3.weight,92,50,0
fc3.weight,93,50,0
fc3.weight,94,50,0
fc3.weight,95,50,0
fc3.weight,96,50,0
fc3.weight,97,50,0
fc3.weight,98,50,0
fc3.weight,99,50,0
fc3.weight,100,50,0
fc3.weight,101,50,0
fc3.weight,102,50,0
fc3.weight,103,50,0
fc3.weight,104,50,0
fc3.weight,105,50,0
fc3.weight,106,50,0
fc3.weight,107,50,0
fc3.weight,108,50,0
fc3.weight,109,50,0
fc3.weight,110,50,0
fc3.weight,111,50,0
fc3.weight,112,50,0
fc3.weight,113,50,0
fc3.weight,114,50,0
fc3.weight,115,50,0
fc3.weight,116,50,0
fc3.weight,117,50,0
fc3.weight,118,50,0
fc3.weight,119,50,0
fc3.weight,120,50,0
fc3.weight,121,50,0
fc3.weight,122,50,0
fc3.weight,123,50,0
fc3.weight,124,50,0
fc3.weight,125,50,0
fc3.weight,126,50,0
fc3.weight,127,50,0
fc3.weight,0,51,0
fc3.weight,1,51,0
fc3.weight,2,51,0
fc3.weight,3,51,0
fc3.weight,4,51,0
fc3.weight,5,51,0
fc3.weight,6,51,0
fc3.weight,7,51,0
fc3.weight,8,51,0
fc3.weight,9,51,0
fc3.weight,10,51,0
fc3.weight,11,51,0
fc3.weight,12,51,0
fc3.weight,13,51,0
fc3.weight,14,51,0
fc3.weight,15,51,0
fc3.weight,16,51,0
fc3.weight,17,51,0
fc3.weight,18,51,0
fc3.weight,19,51,0
fc3.weight,20,51,0
fc3.weight,21,51,0
fc3.weight,22,51,0
fc3.weight,23,51,0
fc3.weight,24,51,0
fc3.weight,25,51,0
fc3.weight,26,51,0
fc3.weight,27,51,0
fc3.weight,28,51,0
fc3.weight,29,51,0
fc3.weight,30,51,0
fc3.weight,31,51,0
fc3.weight,32,51,0
fc3.weight,33,51,0
fc3.weight,34,51,0
fc3.weight,35,51,0
fc3.weight,36,51,0
fc3.weight,37,51,0
fc3.weight,38,51,0
fc3.weight,39,51,0
fc3.weight,40,51,0
fc3.weight,41,51,0
fc3.weight,42,51,0
fc3.weight,43,51,0
fc3.weight,44,51,0
fc3.weight,45,51,0
fc3.weight,46,51,0
fc3.weight,47,51,0
fc3.weight,48,51,0
fc3.weight,49,51,0
fc3.weight,50,51,0
fc3.weight,51,51,0
fc3.weight,52,51,0
fc3.weight,53,51,0
fc3.weight,54,51,0
fc3.weight,55,51,0
fc3.weight,56,51,0
fc3.weight,57,51,0
fc3.weight,58,51,0
fc3.weight,59,51,0
fc3.weight,60,51,0
fc3.weight,61,51,0
fc3.weight,62,51,0
fc3.weight,63,51,0
fc3.weight,64,51,0
fc3.weight,65,51,0
fc3.weight,66,51,0
fc3.weight,67,51,0
fc3.weight,68,51,0
fc3.weight,69,51,0
fc3.weight,70,51,0
fc3.weight,71,51,0
fc3.weight,72,51,0
fc3.weight,73,51,0
fc3.weight,74,51,0
fc3.weight,75,51,0
fc3.weight,76,51,0
fc3.weight,77,51,0
fc3.weight,78,51,0
fc3.weight,79,51,0
fc3.weight,80,51,0
fc3.weight,81,51,0
fc3.weight,82,51,0
fc3.weight,83,51,0
fc3.weight,84,51,0
fc3.weight,85,51,0
fc3.weight,86,51,0
fc3.weight,87,51,0
fc3.weight,88,51,0
fc3.weight,89,51,0
fc3.weight,90,51,0
fc3.weight,91,51,0
fc3.weight,92,51,0
fc3.weight,93,51,0
fc3.weight,94,51,0
fc3.weight,95,51,0
fc3.weight,96,51,0
fc3.weight,97,51,0
fc3.weight,98,51,0
fc3.weight,99,51,0
fc3.weight,100,51,0
fc3.weight,101,51,0
fc3.weight,102,51,0
fc3.weight,103,51,0
fc3.weight,104,51,0
fc3.weight,105,51,0
fc3.weight,106,51,0
fc3.weight,107,51,0
fc3.weight,108,51,0
fc3.weight,109,51,0
fc3.weight,110,51,0
fc3.weight,111,51,0
fc3.weight,112,51,0
fc3.weight,113,51,0
fc3.weight,114,51,0
fc3.weight,115,51,0
fc3.weight,116,51,0
fc3.weight,117,51,0
fc3.weight,118,51,0
fc3.weight,119,51,0
fc3.weight,120,51,0
fc3.weight,121,51,0
fc3.weight,122,51,0
fc3.weight,123,51,0
fc3.weight,124,51,0
fc3.weight,125,51,0
fc3.weight,126,51,0
fc3.weight,127,51,0
fc3.weight,0,52,-1286
fc3.weight,1,52,23
fc3.weight,2,52,71
fc3.weight,3,52,-88
fc3.weight,4,52,0
fc3.weight,5,52,0
fc3.weight,6,52,447
fc3.weight,7,52,182
fc3.weight,8,52,-803
fc3.weight,9,52,0
fc3.weight,10,52,1011
fc3.weight,11,52,-633
