0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.060937500000000000e+01,-1.515625000000000000e+00,-4.468750000000000000e+00,-3.609375000000000000e+00,1.250000000000000000e-01
-1.352343750000000000e+01,-3.164062500000000000e+00,-4.703125000000000000e+00,-8.324218750000000000e+00,2.382812500000000000e-01
-1.258984375000000000e+01,-2.589843750000000000e+00,-4.277343750000000000e+00,-7.488281250000000000e+00,3.593750000000000000e-01
-1.148828125000000000e+01,-2.363281250000000000e+00,-3.902343750000000000e+00,-6.832031250000000000e+00,3.281250000000000000e-01
-1.565625000000000000e+01,-4.328125000000000000e+00,-2.343750000000000000e+00,-6.703125000000000000e+00,3.476562500000000000e-01
-1.570703125000000000e+01,-2.621093750000000000e+00,-1.984375000000000000e+00,-6.242187500000000000e+00,4.570312500000000000e-01
-1.856640625000000000e+01,-3.578125000000000000e+00,-1.171875000000000000e+00,-6.226562500000000000e+00,5.429687500000000000e-01
-1.841015625000000000e+01,-2.046875000000000000e+00,-9.296875000000000000e-01,-5.855468750000000000e+00,5.585937500000000000e-01
-1.822265625000000000e+01,-5.390625000000000000e-01,-6.914062500000000000e-01,-5.468750000000000000e+00,6.484375000000000000e-01
-1.761328125000000000e+01,-3.132812500000000000e+00,-2.742187500000000000e+00,-4.257812500000000000e+00,7.148437500000000000e-01
-1.735156250000000000e+01,-1.203125000000000000e+00,-2.191406250000000000e+00,-3.949218750000000000e+00,8.242187500000000000e-01
-1.594140625000000000e+01,-4.726562500000000000e-01,-1.828125000000000000e+00,-3.433593750000000000e+00,9.257812500000000000e-01
-1.068750000000000000e+01,-8.984375000000000000e-01,-4.511718750000000000e+00,-2.789062500000000000e+00,9.687500000000000000e-01
-5.941406250000000000e+00,-1.398437500000000000e+00,-6.976562500000000000e+00,-2.250000000000000000e+00,9.296875000000000000e-01
-4.953125000000000000e+00,-3.355468750000000000e+00,-6.085937500000000000e+00,-1.773437500000000000e+00,9.726562500000000000e-01
-3.207031250000000000e+00,-6.171875000000000000e+00,-5.085937500000000000e+00,-2.523437500000000000e+00,1.042968750000000000e+00
-3.003906250000000000e+00,-7.226562500000000000e+00,-4.515625000000000000e+00,-2.097656250000000000e+00,6.250000000000000000e-02
-2.679687500000000000e+00,-7.859375000000000000e+00,-3.839843750000000000e+00,-1.648437500000000000e+00,1.523437500000000000e-01
-3.046875000000000000e-01,-8.859375000000000000e+00,-5.832031250000000000e+00,-2.070312500000000000e-01,2.343750000000000000e-01
3.007812500000000000e-01,-9.367187500000000000e+00,-5.054687500000000000e+00,-1.562500000000000000e-01,2.773437500000000000e-01
-1.664062500000000000e+00,-1.009375000000000000e+01,-3.894531250000000000e+00,-3.750000000000000000e-01,3.007812500000000000e-01
-1.832031250000000000e+00,-8.273437500000000000e+00,-3.132812500000000000e+00,-6.562500000000000000e-01,3.203125000000000000e-01
5.156250000000000000e-01,-1.212890625000000000e+01,-2.125000000000000000e+00,-1.535156250000000000e+00,4.492187500000000000e-01
6.718750000000000000e-01,-1.147265625000000000e+01,-1.796875000000000000e+00,-1.308593750000000000e+00,4.570312500000000000e-01
8.007812500000000000e-01,-1.003125000000000000e+01,-1.468750000000000000e+00,-1.085937500000000000e+00,5.273437500000000000e-01
1.589843750000000000e+00,-9.246093750000000000e+00,-1.058593750000000000e+00,-1.070312500000000000e+00,5.273437500000000000e-01
-9.843750000000000000e-01,-6.968750000000000000e+00,-6.523437500000000000e-01,-1.101562500000000000e+00,5.898437500000000000e-01
-8.984375000000000000e-01,-6.359375000000000000e+00,-5.937500000000000000e-01,-1.003906250000000000e+00,5.390625000000000000e-01
-4.765625000000000000e-01,-5.882812500000000000e+00,-2.460937500000000000e-01,-7.617187500000000000e-01,5.703125000000000000e-01
-2.460937500000000000e-01,-4.929687500000000000e+00,-5.078125000000000000e-02,-5.859375000000000000e-01,6.289062500000000000e-01
1.367187500000000000e-01,-3.656250000000000000e+00,6.406250000000000000e-01,-3.164062500000000000e-01,7.304687500000000000e-01
4.843750000000000000e-01,-3.445312500000000000e+00,-5.234375000000000000e-01,-2.265625000000000000e-01,7.773437500000000000e-01
4.414062500000000000e-01,-3.144531250000000000e+00,-4.765625000000000000e-01,-2.070312500000000000e-01,7.109375000000000000e-01
4.960937500000000000e-01,-5.742187500000000000e-01,-8.984375000000000000e-02,-3.281250000000000000e-01,7.578125000000000000e-01
4.531250000000000000e-01,-5.234375000000000000e-01,-8.203125000000000000e-02,-3.007812500000000000e-01,6.914062500000000000e-01
-1.484375000000000000e-01,-5.390625000000000000e-01,-1.058593750000000000e+00,7.890625000000000000e-01,7.421875000000000000e-01
-1.367187500000000000e-01,-4.921875000000000000e-01,-9.648437500000000000e-01,7.187500000000000000e-01,6.757812500000000000e-01
-1.296875000000000000e+00,-8.242187500000000000e-01,-1.457031250000000000e+00,1.578125000000000000e+00,7.265625000000000000e-01
-4.648437500000000000e-01,-1.238281250000000000e+00,-7.250000000000000000e+00,2.500000000000000000e-01,8.203125000000000000e-01
-3.632812500000000000e-01,-1.082031250000000000e+00,-8.492187500000000000e+00,1.054687500000000000e+00,8.437500000000000000e-01
-1.472656250000000000e+00,-2.050781250000000000e+00,-9.140625000000000000e+00,4.062500000000000000e-01,9.257812500000000000e-01
-2.234375000000000000e+00,1.953125000000000000e-02,-1.141796875000000000e+01,-2.851562500000000000e-01,9.843750000000000000e-01
-2.882812500000000000e+00,-1.746093750000000000e+00,-1.096484375000000000e+01,-7.617187500000000000e-01,9.765625000000000000e-01
-2.300781250000000000e+00,-9.218750000000000000e-01,-1.509765625000000000e+01,-2.343750000000000000e-02,1.062500000000000000e+00
-1.363281250000000000e+00,-3.105468750000000000e+00,-1.557421875000000000e+01,1.042968750000000000e+00,9.375000000000000000e-02
-2.054687500000000000e+00,-4.003906250000000000e+00,-1.524218750000000000e+01,3.906250000000000000e-01,1.953125000000000000e-01
-1.875000000000000000e+00,-3.652343750000000000e+00,-1.391015625000000000e+01,3.554687500000000000e-01,1.796875000000000000e-01
-1.710937500000000000e+00,-3.332031250000000000e+00,-1.269140625000000000e+01,3.242187500000000000e-01,1.640625000000000000e-01
-3.203125000000000000e+00,-9.453125000000000000e-01,-1.161328125000000000e+01,-5.468750000000000000e-01,2.578125000000000000e-01
-2.921875000000000000e+00,-8.632812500000000000e-01,-1.059765625000000000e+01,-5.000000000000000000e-01,2.343750000000000000e-01
-5.480468750000000000e+00,6.328125000000000000e-01,-1.157812500000000000e+01,4.804687500000000000e-01,3.867187500000000000e-01
-9.328125000000000000e+00,4.843750000000000000e-01,-1.139453125000000000e+01,-4.218750000000000000e-01,4.609375000000000000e-01
-7.183593750000000000e+00,1.316406250000000000e+00,-1.058593750000000000e+01,-4.179687500000000000e-01,5.781250000000000000e-01
-6.242187500000000000e+00,-1.171875000000000000e+00,-1.114453125000000000e+01,-2.578125000000000000e-01,5.742187500000000000e-01
-4.414062500000000000e+00,-3.046875000000000000e-01,-1.037109375000000000e+01,-3.125000000000000000e-01,6.015625000000000000e-01
-4.027343750000000000e+00,-2.773437500000000000e-01,-9.464843750000000000e+00,-2.851562500000000000e-01,5.507812500000000000e-01
-8.972656250000000000e+00,2.199218750000000000e+00,-8.277343750000000000e+00,-3.242187500000000000e-01,5.664062500000000000e-01
-8.187500000000000000e+00,0.000000000000000000e+00,-7.554687500000000000e+00,-2.968750000000000000e-01,5.156250000000000000e-01
-6.113281250000000000e+00,-2.343750000000000000e+00,-6.269531250000000000e+00,-6.757812500000000000e-01,6.093750000000000000e-01
-7.328125000000000000e+00,-3.578125000000000000e+00,-3.847656250000000000e+00,-5.703125000000000000e-01,5.859375000000000000e-01
-6.046875000000000000e+00,-2.812500000000000000e+00,-3.105468750000000000e+00,-8.320312500000000000e-01,6.601562500000000000e-01
-8.175781250000000000e+00,-1.285156250000000000e+00,-4.050781250000000000e+00,-8.593750000000000000e-02,7.265625000000000000e-01
-7.460937500000000000e+00,-1.171875000000000000e+00,-3.695312500000000000e+00,-7.812500000000000000e-02,6.640625000000000000e-01
-6.808593750000000000e+00,-1.070312500000000000e+00,-3.371093750000000000e+00,-7.031250000000000000e-02,6.054687500000000000e-01
-6.070312500000000000e+00,7.031250000000000000e-02,-2.808593750000000000e+00,-4.062500000000000000e-01,6.914062500000000000e-01
-5.320312500000000000e+00,5.781250000000000000e-01,-2.031250000000000000e+00,-2.148437500000000000e-01,7.578125000000000000e-01
-4.386718750000000000e+00,4.804687500000000000e-01,-6.304687500000000000e+00,-3.906250000000000000e-02,8.164062500000000000e-01
-4.003906250000000000e+00,4.375000000000000000e-01,-5.753906250000000000e+00,-3.515625000000000000e-02,7.460937500000000000e-01
-3.261718750000000000e+00,6.328125000000000000e-01,-7.109375000000000000e+00,3.125000000000000000e-01,7.265625000000000000e-01
-2.976562500000000000e+00,5.781250000000000000e-01,-6.488281250000000000e+00,2.851562500000000000e-01,6.640625000000000000e-01
-2.511718750000000000e+00,1.210937500000000000e-01,-5.781250000000000000e+00,3.554687500000000000e-01,6.523437500000000000e-01
-2.089843750000000000e+00,-2.968750000000000000e-01,-5.132812500000000000e+00,4.179687500000000000e-01,6.406250000000000000e-01
-1.656250000000000000e+00,-5.664062500000000000e-01,-4.527343750000000000e+00,5.234375000000000000e-01,7.109375000000000000e-01
-1.308593750000000000e+00,-9.218750000000000000e-01,-3.992187500000000000e+00,5.703125000000000000e-01,6.953125000000000000e-01
-2.476562500000000000e+00,-7.460937500000000000e-01,-3.035156250000000000e+00,6.289062500000000000e-01,6.796875000000000000e-01
-3.496093750000000000e+00,-4.765625000000000000e-01,-2.144531250000000000e+00,7.304687500000000000e-01,7.460937500000000000e-01
-2.941406250000000000e+00,-7.304687500000000000e-01,-1.800781250000000000e+00,8.085937500000000000e-01,8.046875000000000000e-01
-2.292968750000000000e+00,-6.367187500000000000e-01,-1.332031250000000000e+00,9.414062500000000000e-01,8.906250000000000000e-01
-1.890625000000000000e+00,-9.882812500000000000e-01,-1.074218750000000000e+00,9.531250000000000000e-01,8.593750000000000000e-01
-1.335937500000000000e+00,-8.710937500000000000e-01,-6.679687500000000000e-01,1.074218750000000000e+00,9.414062500000000000e-01
-8.281250000000000000e-01,-7.617187500000000000e-01,-2.968750000000000000e-01,2.031250000000000000e-01,1.015625000000000000e+00
-4.101562500000000000e-01,-7.734375000000000000e-01,2.734375000000000000e-02,3.398437500000000000e-01,7.812500000000000000e-02
-1.468750000000000000e+00,-1.757812500000000000e-01,8.046875000000000000e-01,5.273437500000000000e-01,2.265625000000000000e-01
-2.871093750000000000e+00,9.179687500000000000e-01,8.593750000000000000e-01,4.804687500000000000e-01,2.851562500000000000e-01
-2.277343750000000000e+00,7.578125000000000000e-01,1.082031250000000000e+00,5.937500000000000000e-01,3.398437500000000000e-01
-1.687500000000000000e+00,-1.261718750000000000e+00,-1.078125000000000000e+00,8.242187500000000000e-01,3.554687500000000000e-01
-9.765625000000000000e-01,-3.011718750000000000e+00,-5.625000000000000000e-01,1.050781250000000000e+00,4.023437500000000000e-01
-6.250000000000000000e-02,-2.609375000000000000e+00,-1.574218750000000000e+00,-3.125000000000000000e-02,4.140625000000000000e-01
5.976562500000000000e-01,-1.664062500000000000e+00,-1.015625000000000000e+00,-5.859375000000000000e-02,4.570312500000000000e-01
7.500000000000000000e-01,-1.925781250000000000e+00,-7.851562500000000000e-01,3.906250000000000000e-02,4.648437500000000000e-01
6.835937500000000000e-01,-1.757812500000000000e+00,-7.148437500000000000e-01,3.515625000000000000e-02,4.257812500000000000e-01
6.250000000000000000e-01,-1.605468750000000000e+00,-6.523437500000000000e-01,3.125000000000000000e-02,3.867187500000000000e-01
-2.343750000000000000e-02,-8.085937500000000000e-01,2.343750000000000000e-01,1.171875000000000000e-02,5.078125000000000000e-01
1.214843750000000000e+00,-1.941406250000000000e+00,-5.507812500000000000e-01,2.304687500000000000e-01,6.210937500000000000e-01
-5.937500000000000000e-01,-1.117187500000000000e+00,3.242187500000000000e-01,1.953125000000000000e-01,7.226562500000000000e-01
-1.136718750000000000e+00,-3.632812500000000000e-01,1.125000000000000000e+00,1.640625000000000000e-01,8.164062500000000000e-01
-1.039062500000000000e+00,-3.320312500000000000e-01,0.000000000000000000e+00,1.484375000000000000e-01,7.460937500000000000e-01
-1.371093750000000000e+00,-1.539062500000000000e+00,9.375000000000000000e-01,2.148437500000000000e-01,7.578125000000000000e-01
-8.593750000000000000e-01,-1.375000000000000000e+00,1.167968750000000000e+00,3.984375000000000000e-01,8.476562500000000000e-01
6.523437500000000000e-01,-2.066406250000000000e+00,-8.437500000000000000e-01,4.882812500000000000e-01,8.203125000000000000e-01
